TimeStamp,SPX
2018-06-19 02:00:00,2762.59
2018-06-20 02:00:00,2767.32
2018-06-21 02:00:00,2749.76
2018-06-22 02:00:00,2754.88
2018-06-25 02:00:00,2717.07
2018-06-26 02:00:00,2723.06
2018-06-27 02:00:00,2699.63
2018-06-28 02:00:00,2716.31
2018-06-29 02:00:00,2718.37
2018-07-02 02:00:00,2726.71
2018-07-03 02:00:00,2713.22
2018-07-04 02:00:00,2713.22
2018-07-05 02:00:00,2736.61
2018-07-06 02:00:00,2759.82
2018-07-09 02:00:00,2784.17
2018-07-10 02:00:00,2793.84
2018-07-11 02:00:00,2774.02
2018-07-12 02:00:00,2798.29
2018-07-13 02:00:00,2801.31
2018-07-16 02:00:00,2798.43
2018-07-17 02:00:00,2809.55
2018-07-18 02:00:00,2815.62
2018-07-19 02:00:00,2804.49
2018-07-20 02:00:00,2801.83
2018-07-23 02:00:00,2806.98
2018-07-24 02:00:00,2820.4
2018-07-25 02:00:00,2846.07
2018-07-26 02:00:00,2837.44
2018-07-27 02:00:00,2818.82
2018-07-30 02:00:00,2802.6
2018-07-31 02:00:00,2816.29
2018-08-01 02:00:00,2813.36
2018-08-02 02:00:00,2827.22
2018-08-03 02:00:00,2840.35
2018-08-06 02:00:00,2850.4
2018-08-07 02:00:00,2858.45
2018-08-08 02:00:00,2857.7
2018-08-09 02:00:00,2853.58
2018-08-10 02:00:00,2833.28
2018-08-13 02:00:00,2821.93
2018-08-14 02:00:00,2839.96
2018-08-15 02:00:00,2818.37
2018-08-16 02:00:00,2840.69
2018-08-17 02:00:00,2850.13
2018-08-20 02:00:00,2857.05
2018-08-21 02:00:00,2862.96
2018-08-22 02:00:00,2861.82
2018-08-23 02:00:00,2856.98
2018-08-24 02:00:00,2874.69
2018-08-27 02:00:00,2896.74
2018-08-28 02:00:00,2897.52
2018-08-29 02:00:00,2914.04
2018-08-30 02:00:00,2901.13
2018-08-31 02:00:00,2901.52
2018-09-03 02:00:00,2901.52
2018-09-04 02:00:00,2896.72
2018-09-05 02:00:00,2888.6
2018-09-06 02:00:00,2878.05
2018-09-07 02:00:00,2871.68
2018-09-10 02:00:00,2877.13
2018-09-11 02:00:00,2887.89
2018-09-12 02:00:00,2888.92
2018-09-13 02:00:00,2904.18
2018-09-14 02:00:00,2904.98
2018-09-17 02:00:00,2888.8
2018-09-18 02:00:00,2904.31
2018-09-19 02:00:00,2907.95
2018-09-20 02:00:00,2930.75
2018-09-21 02:00:00,2929.67
2018-09-24 02:00:00,2919.37
2018-09-25 02:00:00,2915.56
2018-09-26 02:00:00,2905.97
2018-09-27 02:00:00,2914.0
2018-09-28 02:00:00,2913.98
2018-10-01 02:00:00,2924.59
2018-10-02 02:00:00,2923.43
2018-10-03 02:00:00,2925.51
2018-10-04 02:00:00,2901.61
2018-10-05 02:00:00,2885.57
2018-10-08 02:00:00,2884.43
2018-10-09 02:00:00,2880.34
2018-10-10 02:00:00,2785.68
2018-10-11 02:00:00,2728.37
2018-10-12 02:00:00,2767.13
2018-10-15 02:00:00,2750.79
2018-10-16 02:00:00,2809.92
2018-10-17 02:00:00,2809.21
2018-10-18 02:00:00,2768.78
2018-10-19 02:00:00,2767.78
2018-10-22 02:00:00,2755.88
2018-10-23 02:00:00,2740.69
2018-10-24 02:00:00,2656.1
2018-10-25 02:00:00,2705.57
2018-10-26 02:00:00,2658.69
2018-10-29 01:00:00,2641.25
2018-10-30 01:00:00,2682.63
2018-10-31 01:00:00,2711.74
2018-11-01 01:00:00,2740.37
2018-11-02 01:00:00,2723.06
2018-11-05 01:00:00,2738.31
2018-11-06 01:00:00,2755.45
2018-11-07 01:00:00,2813.89
2018-11-08 01:00:00,2806.83
2018-11-09 01:00:00,2781.01
2018-11-12 01:00:00,2726.22
2018-11-13 01:00:00,2722.18
2018-11-14 01:00:00,2701.58
2018-11-15 01:00:00,2730.2
2018-11-16 01:00:00,2736.27
2018-11-19 01:00:00,2690.73
2018-11-20 01:00:00,2641.89
2018-11-21 01:00:00,2649.93
2018-11-22 01:00:00,2649.93
2018-11-23 01:00:00,2632.56
2018-11-26 01:00:00,2673.45
2018-11-27 01:00:00,2682.17
2018-11-28 01:00:00,2743.79
2018-11-29 01:00:00,2737.76
2018-11-30 01:00:00,2760.17
2018-12-03 01:00:00,2790.37
2018-12-04 01:00:00,2700.06
2018-12-05 01:00:00,2700.06
2018-12-06 01:00:00,2695.95
2018-12-07 01:00:00,2633.08
2018-12-10 01:00:00,2637.72
2018-12-11 01:00:00,2636.78
2018-12-12 01:00:00,2651.07
2018-12-13 01:00:00,2650.54
2018-12-14 01:00:00,2599.95
2018-12-17 01:00:00,2545.94
2018-12-18 01:00:00,2546.16
2018-12-19 01:00:00,2506.96
2018-12-20 01:00:00,2467.42
2018-12-21 01:00:00,2416.62
2018-12-24 01:00:00,2351.1
2018-12-25 01:00:00,2351.1
2018-12-26 01:00:00,2467.7
2018-12-27 01:00:00,2488.83
2018-12-28 01:00:00,2485.74
2018-12-31 01:00:00,2506.85
2019-01-01 01:00:00,2506.85
2019-01-02 01:00:00,2510.03
2019-01-03 01:00:00,2447.89
2019-01-04 01:00:00,2531.94
2019-01-07 01:00:00,2549.69
2019-01-08 01:00:00,2574.41
2019-01-09 01:00:00,2584.96
2019-01-10 01:00:00,2596.64
2019-01-11 01:00:00,2596.26
2019-01-14 01:00:00,2582.61
2019-01-15 01:00:00,2610.3
2019-01-16 01:00:00,2616.1
2019-01-17 01:00:00,2635.96
2019-01-18 01:00:00,2670.71
2019-01-21 01:00:00,2670.71
2019-01-22 01:00:00,2632.9
2019-01-23 01:00:00,2638.7
2019-01-24 01:00:00,2642.33
2019-01-25 01:00:00,2664.76
2019-01-28 01:00:00,2643.85
2019-01-29 01:00:00,2640.0
2019-01-30 01:00:00,2681.05
2019-01-31 01:00:00,2704.1
2019-02-01 01:00:00,2706.53
2019-02-04 01:00:00,2724.87
2019-02-05 01:00:00,2737.7
2019-02-06 01:00:00,2731.61
2019-02-07 01:00:00,2706.05
2019-02-08 01:00:00,2707.88
2019-02-11 01:00:00,2709.8
2019-02-12 01:00:00,2744.73
2019-02-13 01:00:00,2753.03
2019-02-14 01:00:00,2745.73
2019-02-15 01:00:00,2775.6
2019-02-18 01:00:00,2775.6
2019-02-19 01:00:00,2779.76
2019-02-20 01:00:00,2784.7
2019-02-21 01:00:00,2774.88
2019-02-22 01:00:00,2792.67
2019-02-25 01:00:00,2796.11
2019-02-26 01:00:00,2793.9
2019-02-27 01:00:00,2792.38
2019-02-28 01:00:00,2784.49
2019-03-01 01:00:00,2803.69
2019-03-04 01:00:00,2792.81
2019-03-05 01:00:00,2789.65
2019-03-06 01:00:00,2771.45
2019-03-07 01:00:00,2748.93
2019-03-08 01:00:00,2743.07
2019-03-11 01:00:00,2783.3
2019-03-12 01:00:00,2791.52
2019-03-13 01:00:00,2810.92
2019-03-14 01:00:00,2808.48
2019-03-15 01:00:00,2822.48
2019-03-18 01:00:00,2832.94
2019-03-19 01:00:00,2832.57
2019-03-20 01:00:00,2824.23
2019-03-21 01:00:00,2854.88
2019-03-22 01:00:00,2800.71
2019-03-25 01:00:00,2798.36
2019-03-26 01:00:00,2818.46
2019-03-27 01:00:00,2805.37
2019-03-28 01:00:00,2815.44
2019-03-29 01:00:00,2834.4
2019-04-01 02:00:00,2867.19
2019-04-02 02:00:00,2867.24
2019-04-03 02:00:00,2873.4
2019-04-04 02:00:00,2879.39
2019-04-05 02:00:00,2892.74
2019-04-08 02:00:00,2895.77
2019-04-09 02:00:00,2878.2
2019-04-10 02:00:00,2888.21
2019-04-11 02:00:00,2888.32
2019-04-12 02:00:00,2907.41
2019-04-15 02:00:00,2905.58
2019-04-16 02:00:00,2907.06
2019-04-17 02:00:00,2900.45
2019-04-18 02:00:00,2905.03
2019-04-19 02:00:00,2905.03
2019-04-22 02:00:00,2907.97
2019-04-23 02:00:00,2933.68
2019-04-24 02:00:00,2927.25
2019-04-25 02:00:00,2926.17
2019-04-26 02:00:00,2939.88
2019-04-29 02:00:00,2943.03
2019-04-30 02:00:00,2945.83
2019-05-01 02:00:00,2923.73
2019-05-02 02:00:00,2917.52
2019-05-03 02:00:00,2945.64
2019-05-06 02:00:00,2932.47
2019-05-07 02:00:00,2884.05
2019-05-08 02:00:00,2879.42
2019-05-09 02:00:00,2870.72
2019-05-10 02:00:00,2881.4
2019-05-13 02:00:00,2811.87
2019-05-14 02:00:00,2834.41
2019-05-15 02:00:00,2850.96
2019-05-16 02:00:00,2876.32
2019-05-17 02:00:00,2859.53
2019-05-20 02:00:00,2840.23
2019-05-21 02:00:00,2864.36
2019-05-22 02:00:00,2856.27
2019-05-23 02:00:00,2822.24
2019-05-24 02:00:00,2826.06
2019-05-27 02:00:00,2826.06
2019-05-28 02:00:00,2802.39
2019-05-29 02:00:00,2783.02
2019-05-30 02:00:00,2788.86
2019-05-31 02:00:00,2752.06
2019-06-03 02:00:00,2744.45
2019-06-04 02:00:00,2803.27
2019-06-05 02:00:00,2826.15
2019-06-06 02:00:00,2843.49
2019-06-07 02:00:00,2873.34
2019-06-10 02:00:00,2886.73
2019-06-11 02:00:00,2885.72
2019-06-12 02:00:00,2879.84
2019-06-13 02:00:00,2891.64
2019-06-14 02:00:00,2886.98
2019-06-17 02:00:00,2889.67
2019-06-18 02:00:00,2917.75
2019-06-19 02:00:00,2926.46
2019-06-20 02:00:00,2954.18
2019-06-21 02:00:00,2950.46
2019-06-24 02:00:00,2945.35
2019-06-25 02:00:00,2917.38
2019-06-26 02:00:00,2913.78
2019-06-27 02:00:00,2924.92
2019-06-28 02:00:00,2941.76
2019-07-01 02:00:00,2964.33
2019-07-02 02:00:00,2973.01
2019-07-03 02:00:00,2995.82
2019-07-04 02:00:00,2995.82
2019-07-05 02:00:00,2990.41
2019-07-08 02:00:00,2975.95
2019-07-09 02:00:00,2979.63
2019-07-10 02:00:00,2993.07
2019-07-11 02:00:00,2999.91
2019-07-12 02:00:00,3013.77
2019-07-15 02:00:00,3014.3
2019-07-16 02:00:00,3004.04
2019-07-17 02:00:00,2984.42
2019-07-18 02:00:00,2995.11
2019-07-19 02:00:00,2976.61
2019-07-22 02:00:00,2985.03
2019-07-23 02:00:00,3005.47
2019-07-24 02:00:00,3019.56
2019-07-25 02:00:00,3003.67
2019-07-26 02:00:00,3025.86
2019-07-29 02:00:00,3020.97
2019-07-30 02:00:00,3013.18
2019-07-31 02:00:00,2980.38
2019-08-01 02:00:00,2953.56
2019-08-02 02:00:00,2932.05
2019-08-05 02:00:00,2844.74
2019-08-06 02:00:00,2881.77
2019-08-07 02:00:00,2883.98
2019-08-08 02:00:00,2938.09
2019-08-09 02:00:00,2918.65
2019-08-12 02:00:00,2883.75
2019-08-13 02:00:00,2926.32
2019-08-14 02:00:00,2840.6
2019-08-15 02:00:00,2847.6
2019-08-16 02:00:00,2888.68
2019-08-19 02:00:00,2923.65
2019-08-20 02:00:00,2900.51
2019-08-21 02:00:00,2924.43
2019-08-22 02:00:00,2922.95
2019-08-23 02:00:00,2847.11
2019-08-26 02:00:00,2878.38
2019-08-27 02:00:00,2869.16
2019-08-28 02:00:00,2887.94
2019-08-29 02:00:00,2924.58
2019-08-30 02:00:00,2926.46
2019-09-02 02:00:00,2926.46
2019-09-03 02:00:00,2906.27
2019-09-04 02:00:00,2937.78
2019-09-05 02:00:00,2976.0
2019-09-06 02:00:00,2978.71
2019-09-09 02:00:00,2978.43
2019-09-10 02:00:00,2979.39
2019-09-11 02:00:00,3000.93
2019-09-12 02:00:00,3009.57
2019-09-13 02:00:00,3007.39
2019-09-16 02:00:00,2997.96
2019-09-17 02:00:00,3005.7
2019-09-18 02:00:00,3006.73
2019-09-19 02:00:00,3006.79
2019-09-20 02:00:00,2992.07
2019-09-23 02:00:00,2991.78
2019-09-24 02:00:00,2966.6
2019-09-25 02:00:00,2984.87
2019-09-26 02:00:00,2977.62
2019-09-27 02:00:00,2961.79
2019-09-30 02:00:00,2976.74
2019-10-01 02:00:00,2940.25
2019-10-02 02:00:00,2887.61
2019-10-03 02:00:00,2910.63
2019-10-04 02:00:00,2952.01
2019-10-07 02:00:00,2938.79
2019-10-08 02:00:00,2893.06
2019-10-09 02:00:00,2919.4
2019-10-10 02:00:00,2938.13
2019-10-11 02:00:00,2970.27
2019-10-14 02:00:00,2966.15
2019-10-15 02:00:00,2995.68
2019-10-16 02:00:00,2989.69
2019-10-17 02:00:00,2997.95
2019-10-18 02:00:00,2986.2
2019-10-21 02:00:00,3006.72
2019-10-22 02:00:00,2995.99
2019-10-23 02:00:00,3004.52
2019-10-24 02:00:00,3010.29
2019-10-25 02:00:00,3022.55
2019-10-28 01:00:00,3039.42
2019-10-29 01:00:00,3036.89
2019-10-30 01:00:00,3046.77
2019-10-31 01:00:00,3037.56
2019-11-01 01:00:00,3066.91
2019-11-04 01:00:00,3078.27
2019-11-05 01:00:00,3074.62
2019-11-06 01:00:00,3076.78
2019-11-07 01:00:00,3085.18
2019-11-08 01:00:00,3093.08
2019-11-11 01:00:00,3087.01
2019-11-12 01:00:00,3091.84
2019-11-13 01:00:00,3094.04
2019-11-14 01:00:00,3096.63
2019-11-15 01:00:00,3120.46
2019-11-18 01:00:00,3122.03
2019-11-19 01:00:00,3120.18
2019-11-20 01:00:00,3108.46
2019-11-21 01:00:00,3103.54
2019-11-22 01:00:00,3110.29
2019-11-25 01:00:00,3133.64
2019-11-26 01:00:00,3140.52
2019-11-27 01:00:00,3153.63
2019-11-28 01:00:00,3153.63
2019-11-29 01:00:00,3140.98
2019-12-02 01:00:00,3113.87
2019-12-03 01:00:00,3093.2
2019-12-04 01:00:00,3112.76
2019-12-05 01:00:00,3117.43
2019-12-06 01:00:00,3145.91
2019-12-09 01:00:00,3135.96
2019-12-10 01:00:00,3132.52
2019-12-11 01:00:00,3141.63
2019-12-12 01:00:00,3168.57
2019-12-13 01:00:00,3168.8
2019-12-16 01:00:00,3191.45
2019-12-17 01:00:00,3192.52
2019-12-18 01:00:00,3191.14
2019-12-19 01:00:00,3205.37
2019-12-20 01:00:00,3221.22
2019-12-23 01:00:00,3224.01
2019-12-24 01:00:00,3223.38
2019-12-25 01:00:00,3223.38
2019-12-26 01:00:00,3239.91
2019-12-27 01:00:00,3240.02
2019-12-30 01:00:00,3221.29
2019-12-31 01:00:00,3230.78
2020-01-01 01:00:00,3230.78
2020-01-02 01:00:00,3257.85
2020-01-03 01:00:00,3234.85
2020-01-06 01:00:00,3246.28
2020-01-07 01:00:00,3237.18
2020-01-08 01:00:00,3253.05
2020-01-09 01:00:00,3274.7
2020-01-10 01:00:00,3265.35
2020-01-13 01:00:00,3288.13
2020-01-14 01:00:00,3283.15
2020-01-15 01:00:00,3289.29
2020-01-16 01:00:00,3316.81
2020-01-17 01:00:00,3329.62
2020-01-20 01:00:00,3329.62
2020-01-21 01:00:00,3320.79
2020-01-22 01:00:00,3321.75
2020-01-23 01:00:00,3325.54
2020-01-24 01:00:00,3295.47
2020-01-27 01:00:00,3243.63
2020-01-28 01:00:00,3276.24
2020-01-29 01:00:00,3273.4
2020-01-30 01:00:00,3283.66
2020-01-31 01:00:00,3225.52
2020-02-03 01:00:00,3248.92
2020-02-04 01:00:00,3297.59
2020-02-05 01:00:00,3334.69
2020-02-06 01:00:00,3345.78
2020-02-07 01:00:00,3327.71
2020-02-10 01:00:00,3352.09
2020-02-11 01:00:00,3357.75
2020-02-12 01:00:00,3379.45
2020-02-13 01:00:00,3373.94
2020-02-14 01:00:00,3380.16
2020-02-17 01:00:00,3380.16
2020-02-18 01:00:00,3370.29
2020-02-19 01:00:00,3386.15
2020-02-20 01:00:00,3373.23
2020-02-21 01:00:00,3337.75
2020-02-24 01:00:00,3225.89
2020-02-25 01:00:00,3128.21
2020-02-26 01:00:00,3116.39
2020-02-27 01:00:00,2978.76
2020-02-28 01:00:00,2954.22
2020-03-02 01:00:00,3090.23
2020-03-03 01:00:00,3003.37
2020-03-04 01:00:00,3130.12
2020-03-05 01:00:00,3023.94
2020-03-06 01:00:00,2972.37
2020-03-09 01:00:00,2746.56
2020-03-10 01:00:00,2882.23
2020-03-11 01:00:00,2741.38
2020-03-12 01:00:00,2480.64
2020-03-13 01:00:00,2711.02
2020-03-16 01:00:00,2386.13
2020-03-17 01:00:00,2529.19
2020-03-18 01:00:00,2398.1
2020-03-19 01:00:00,2409.39
2020-03-20 01:00:00,2304.92
2020-03-23 01:00:00,2237.4
2020-03-24 01:00:00,2447.33
2020-03-25 01:00:00,2475.56
2020-03-26 01:00:00,2630.07
2020-03-27 01:00:00,2541.47
2020-03-30 02:00:00,2626.65
2020-03-31 02:00:00,2584.59
2020-04-01 02:00:00,2470.5
2020-04-02 02:00:00,2526.9
2020-04-03 02:00:00,2488.65
2020-04-06 02:00:00,2663.68
2020-04-07 02:00:00,2659.41
2020-04-08 02:00:00,2749.98
2020-04-09 02:00:00,2789.82
2020-04-10 02:00:00,2789.82
2020-04-13 02:00:00,2761.63
2020-04-14 02:00:00,2846.06
2020-04-15 02:00:00,2783.36
2020-04-16 02:00:00,2799.55
2020-04-17 02:00:00,2874.56
2020-04-20 02:00:00,2823.16
2020-04-21 02:00:00,2736.56
2020-04-22 02:00:00,2799.31
2020-04-23 02:00:00,2797.8
2020-04-24 02:00:00,2836.74
2020-04-27 02:00:00,2878.48
2020-04-28 02:00:00,2863.39
2020-04-29 02:00:00,2939.51
2020-04-30 02:00:00,2912.43
2020-05-01 02:00:00,2830.71
2020-05-04 02:00:00,2842.74
2020-05-05 02:00:00,2868.44
2020-05-06 02:00:00,2848.42
2020-05-07 02:00:00,2881.19
2020-05-08 02:00:00,2929.8
2020-05-11 02:00:00,2930.32
2020-05-12 02:00:00,2870.12
2020-05-13 02:00:00,2820.0
2020-05-14 02:00:00,2852.5
2020-05-15 02:00:00,2863.7
2020-05-18 02:00:00,2953.91
2020-05-19 02:00:00,2922.94
2020-05-20 02:00:00,2971.61
2020-05-21 02:00:00,2948.51
2020-05-22 02:00:00,2955.45
2020-05-25 02:00:00,2955.45
2020-05-26 02:00:00,2991.77
2020-05-27 02:00:00,3036.13
2020-05-28 02:00:00,3029.73
2020-05-29 02:00:00,3044.31
2020-06-01 02:00:00,3055.73
2020-06-02 02:00:00,3080.82
2020-06-03 02:00:00,3122.87
2020-06-04 02:00:00,3112.35
2020-06-05 02:00:00,3193.93
2020-06-08 02:00:00,3232.39
2020-06-09 02:00:00,3207.18
2020-06-10 02:00:00,3190.14
2020-06-11 02:00:00,3002.1
2020-06-12 02:00:00,3041.31
2020-06-15 02:00:00,3066.59
2020-06-16 02:00:00,3124.74
2020-06-17 02:00:00,3113.49
2020-06-18 02:00:00,3115.34
2020-06-19 02:00:00,3097.74
2020-06-22 02:00:00,3117.86
2020-06-23 02:00:00,3131.29
2020-06-24 02:00:00,3050.33
2020-06-25 02:00:00,3083.76
2020-06-26 02:00:00,3009.05
2020-06-29 02:00:00,3053.24
2020-06-30 02:00:00,3100.29
2020-07-01 02:00:00,3115.86
2020-07-02 02:00:00,3130.01
2020-07-03 02:00:00,3130.01
2020-07-06 02:00:00,3179.72
2020-07-07 02:00:00,3145.32
2020-07-08 02:00:00,3169.94
2020-07-09 02:00:00,3152.05
2020-07-10 02:00:00,3185.04
2020-07-13 02:00:00,3155.22
2020-07-14 02:00:00,3197.52
2020-07-15 02:00:00,3226.56
2020-07-16 02:00:00,3215.57
2020-07-17 02:00:00,3224.73
2020-07-20 02:00:00,3251.84
2020-07-21 02:00:00,3257.3
2020-07-22 02:00:00,3276.02
2020-07-23 02:00:00,3235.66
2020-07-24 02:00:00,3215.63
2020-07-27 02:00:00,3239.41
